item,price,location,unit,quantity,date,currency,external_id
Eggs,25.25,zawiya,piece,30,2026-05-15,LYD,wfp-hdx:92:2353:2026-05-15
Eggs,13.63,zliten,piece,30,2024-04-15,LYD,wfp-hdx:92:2327:2024-04-15
Eggs,17,zliten,piece,30,2024-05-15,LYD,wfp-hdx:92:2327:2024-05-15
Eggs,17.75,zliten,piece,30,2024-06-15,LYD,wfp-hdx:92:2327:2024-06-15
Eggs,19.25,zliten,piece,30,2024-07-15,LYD,wfp-hdx:92:2327:2024-07-15
Eggs,19.5,zliten,piece,30,2024-08-15,LYD,wfp-hdx:92:2327:2024-08-15
Eggs,25,zliten,piece,30,2024-09-15,LYD,wfp-hdx:92:2327:2024-09-15
Eggs,18,zliten,piece,30,2024-10-15,LYD,wfp-hdx:92:2327:2024-10-15
Eggs,18.75,zliten,piece,30,2024-11-15,LYD,wfp-hdx:92:2327:2024-11-15
Eggs,22.25,zliten,piece,30,2024-12-15,LYD,wfp-hdx:92:2327:2024-12-15
Eggs,20.75,zliten,piece,30,2025-01-15,LYD,wfp-hdx:92:2327:2025-01-15
Eggs,16,zliten,piece,30,2025-02-15,LYD,wfp-hdx:92:2327:2025-02-15
Eggs,16.88,zliten,piece,30,2025-03-15,LYD,wfp-hdx:92:2327:2025-03-15
Eggs,16,zliten,piece,30,2025-04-15,LYD,wfp-hdx:92:2327:2025-04-15
Eggs,19,zliten,piece,30,2025-05-15,LYD,wfp-hdx:92:2327:2025-05-15
Eggs,20,zliten,piece,30,2025-06-15,LYD,wfp-hdx:92:2327:2025-06-15
Eggs,26.5,zliten,piece,30,2025-10-15,LYD,wfp-hdx:92:2327:2025-10-15
Eggs,23.5,zliten,piece,30,2025-11-15,LYD,wfp-hdx:92:2327:2025-11-15
Eggs,23.75,zliten,piece,30,2025-12-15,LYD,wfp-hdx:92:2327:2025-12-15
Eggs,22.5,zliten,piece,30,2026-01-15,LYD,wfp-hdx:92:2327:2026-01-15
Eggs,21,zliten,piece,30,2026-02-15,LYD,wfp-hdx:92:2327:2026-02-15
Eggs,20,zliten,piece,30,2026-03-15,LYD,wfp-hdx:92:2327:2026-03-15
Eggs,23.5,zliten,piece,30,2026-04-15,LYD,wfp-hdx:92:2327:2026-04-15
Eggs,23.25,zliten,piece,30,2026-05-15,LYD,wfp-hdx:92:2327:2026-05-15
